Case Number,Case Subtype,Case File Date,Claim Amount,Case Status,Next Hearing Desc,Next Hearing Date,Disposition Desc,Disposition Date,Judgment Text,Judgment Date,Judgment Amount,Attorney Fees,Court Costs,Pre-Judg Int Rate,Post-Judg Int Rate,PATT,DATT,JFP,JFD
231200003340,Eviction,01/04/2023,1905.0,Disposed,Eviction Docket,03/14/2023,Default Judgment (OCA),03/14/2023,Final Judgment,03/14/2023,0.0,0.0,129.0,0.0,7.75,0,0,0.0,0.0
231200003342,Eviction,01/04/2023,1710.0,Disposed,Eviction Docket,01/31/2023,Default Judgment (OCA),01/31/2023,Default Judgment,01/31/2023,2565.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200003353,Eviction,01/04/2023,869.0,Dismissed,Eviction Docket,01/31/2023,Non-suited or Dismissed by Plaintiff (OCA),02/09/2023,,,,,,,,0,0,,
231200003427,Eviction,01/04/2023,680.0,Disposed,Eviction Docket,01/31/2023,All Other Dispositions (OCA),01/19/2023,,,,,,,,0,0,,
231200003432,Eviction,01/04/2023,2559.81,Disposed,Eviction Docket,02/15/2023,Default Judgment (OCA),02/15/2023,Default Judgment,02/15/2023,3878.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200003433,Eviction,01/04/2023,2602.69,Dismissed,Eviction Docket,01/31/2023,Non-suited or Dismissed by Plaintiff (OCA),02/09/2023,,,,,,,,0,0,,
231200003442,Eviction,01/04/2023,1400.0,Disposed,Eviction Docket,01/31/2023,Default Judgment (OCA),01/31/2023,Default Judgment,01/31/2023,4200.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200003451,Eviction,01/04/2023,1480.0,Disposed,Eviction Docket,02/23/2023,Default Judgment (OCA),02/23/2023,Default Judgment,02/23/2023,2827.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200003454,Eviction,01/04/2023,7650.0,Disposed,Eviction Docket,02/15/2023,Default Judgment (OCA),02/15/2023,Default Judgment,02/15/2023,8955.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200003466,Eviction,01/04/2023,3699.45,Appeal,Eviction Docket,02/01/2023,Appeal Filed,02/06/2023,Default Judgment,02/01/2023,4742.0,0.0,129.0,0.0,7.25,0,0,0.0,0.0
231200003472,Eviction,01/04/2023,6093.0,Disposed,Eviction Docket,02/21/2023,Default Judgment (OCA),02/21/2023,Default Judgment,02/21/2023,9647.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200003475,Eviction,01/04/2023,6855.9,Disposed,Eviction Docket,02/21/2023,Trial or Hearing by Judge (OCA),02/21/2023,Final Judgment,02/21/2023,10609.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200003480,Eviction,01/04/2023,917.0,Dismissed,Eviction Docket,02/01/2023,Non-suited or Dismissed by Plaintiff (OCA),01/23/2023,,,,,,,,0,0,,
231200003489,Eviction,01/04/2023,626.5,Disposed,Eviction Docket,02/21/2023,All Other Dispositions (OCA),02/21/2023,,,,,,,,0,0,,
231200003495,Eviction,01/04/2023,6603.7,Dismissed,Intent to Dismiss for Want of Prosecution,02/15/2023,Non-suited or Dismissed by Plaintiff (OCA),02/15/2023,,,,,,,,0,0,,
231200003499,Eviction,01/04/2023,719.0,Disposed,Eviction Docket,02/01/2023,Trial or Hearing by Judge (OCA),02/01/2023,Final Judgment,02/01/2023,1438.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200003510,Eviction,01/04/2023,3600.0,Appeal,Eviction Docket,02/01/2023,Appeal Filed,02/06/2023,Default Judgment,02/01/2023,5400.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200003511,Eviction,01/04/2023,1932.74,Dismissed,Eviction Docket,02/06/2023,Non-suited or Dismissed by Plaintiff (OCA),02/01/2023,,,,,,,,0,0,,
231200003524,Eviction,01/04/2023,2629.69,Disposed,Eviction Docket,02/01/2023,Default Judgment (OCA),02/01/2023,Default Judgment,02/01/2023,4375.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200003527,Eviction,01/04/2023,2318.0,Dismissed,,,Non-suited or Dismissed by Plaintiff (OCA),01/12/2023,,,,,,,,0,0,,
231200003536,Eviction,01/04/2023,1660.0,Disposed,Eviction Docket,02/01/2023,Default Judgment (OCA),02/01/2023,Default Judgment,02/01/2023,2490.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200003546,Eviction,01/04/2023,2205.0,Dismissed,Eviction Docket,02/01/2023,Non-suited or Dismissed by Plaintiff (OCA),02/09/2023,,,,,,,,0,0,,
231200003560,Eviction,01/04/2023,2659.0,Disposed,Eviction Docket,02/01/2023,All Other Dispositions (OCA),01/25/2023,,,,,,,,0,0,,
231200003572,Eviction,01/04/2023,1200.0,Dismissed,Eviction Docket,02/21/2023,Non-suited or Dismissed by Plaintiff (OCA),02/09/2023,,,,,,,,0,0,,
231200003578,Eviction,01/04/2023,129.0,Disposed,Eviction Docket,02/21/2023,Default Judgment (OCA),02/21/2023,Default Judgment,02/21/2023,5445.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200003638,Eviction,01/04/2023,3030.0,Dismissed,,,Non-suited or Dismissed by Plaintiff (OCA),01/05/2023,,,,,,,,0,0,,
231200003669,Eviction,01/04/2023,3436.0,Disposed,Eviction Docket,02/01/2023,Trial or Hearing by Judge (OCA),02/01/2023,Final Judgment,02/01/2023,4695.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200003695,Eviction,01/04/2023,1193.03,Disposed,Eviction Docket,02/01/2023,All Other Dispositions (OCA),02/01/2023,,,,,,,,0,0,,
231200003732,Eviction,01/04/2023,1815.0,Appeal,Eviction Docket,02/01/2023,Appeal Filed,02/06/2023,Default Judgment,02/01/2023,3630.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200003746,Eviction,01/04/2023,129.0,Disposed,Eviction Docket,02/01/2023,Default Judgment (OCA),02/01/2023,Default Judgment,02/01/2023,3060.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200003779,Eviction,01/04/2023,2350.0,Dismissed,,,Non-suited or Dismissed by Plaintiff (OCA),01/12/2023,,,,,,,,0,0,,
231200003791,Eviction,01/04/2023,1590.0,Dismissed,,,Non-suited or Dismissed by Plaintiff (OCA),01/12/2023,,,,,,,,0,0,,
231200003804,Eviction,01/04/2023,8838.0,Disposed,Eviction Docket,02/01/2023,All Other Dispositions (OCA),02/01/2023,,,,,,,,0,0,,
231200003809,Eviction,01/04/2023,3738.0,Disposed,Eviction Docket,02/21/2023,Trial or Hearing by Judge (OCA),02/21/2023,Final Judgment,02/21/2023,0.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200003817,Eviction,01/04/2023,3110.0,Appeal,Eviction Docket,02/07/2023,Appeal Filed,02/13/2023,Final Judgment,02/07/2023,4500.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200003902,Eviction,01/04/2023,1425.0,Dismissed,Eviction Docket,02/21/2023,Non-suited or Dismissed by Plaintiff (OCA),02/06/2023,,,,,,,,0,0,,
231200003907,Eviction,01/04/2023,1698.0,Disposed,Eviction Docket,02/01/2023,All Other Dispositions (OCA),02/01/2023,,,,,,,,0,0,,
231200003911,Small Claims,01/04/2023,1950.0,Dismissed,,,Non-suited or Dismissed by Plaintiff (OCA),03/15/2023,,,,,,,,0,0,,
231200003914,Eviction,01/04/2023,1598.0,Dismissed,Eviction Docket,02/01/2023,Non-suited or Dismissed by Plaintiff (OCA),02/01/2023,,,,,,,,0,0,,
231200003924,Eviction,01/04/2023,1840.0,Dismissed,Eviction Docket,02/01/2023,Non-suited or Dismissed by Plaintiff (OCA),02/09/2023,,,,,,,,0,0,,
231200003956,Eviction,01/04/2023,3190.0,Appeal,Eviction Docket,02/01/2023,Appeal Filed,02/06/2023,Default Judgment,02/01/2023,4400.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200003983,Eviction,01/04/2023,2156.0,Disposed,Eviction Docket,02/01/2023,Default Judgment (OCA),02/01/2023,Default Judgment,02/01/2023,3234.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200003998,Eviction,01/04/2023,2639.0,Appeal,Eviction Docket,02/01/2023,Appeal Filed,02/07/2023,Default Judgment,02/01/2023,5278.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200004094,Small Claims,01/04/2023,10000.0,Dismissed,Intent to Dismiss for Want of Prosecution,01/26/2024,Dismissed for Want of Prosecution (OCA),01/26/2024,,,,,,,,0,0,,
231200004096,Eviction,01/04/2023,1771.0,Disposed,Eviction Docket,02/01/2023,Trial or Hearing by Judge (OCA),02/01/2023,Final Judgment,02/01/2023,3542.0,129.0,0.0,0.0,7.5,0,0,0.0,0.0
231200004108,Small Claims,01/04/2023,10000.0,Dismissed,Intent to Dismiss for Want of Prosecution,01/26/2024,Dismissed for Want of Prosecution (OCA),01/26/2024,,,,,,,,0,0,,
231200004115,Small Claims,01/04/2023,10000.0,Dismissed,Intent to Dismiss for Want of Prosecution,01/26/2024,Dismissed for Want of Prosecution (OCA),01/26/2024,,,,,,,,0,0,,
231200005006,Eviction,01/05/2023,1456.0,Dismissed,,,Non-suited or Dismissed by Plaintiff (OCA),01/12/2023,,,,,,,,0,0,,
231200005096,Eviction,01/05/2023,1606.0,Disposed,Eviction Docket,02/01/2023,All Other Dispositions (OCA),02/01/2023,,,,,,,,0,0,,
231200005156,Eviction,01/05/2023,1506.0,Disposed,Eviction Docket,02/01/2023,Default Judgment (OCA),02/01/2023,Default Judgment,02/01/2023,3012.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200005180,Eviction,01/05/2023,3082.0,Dismissed,,,Non-suited or Dismissed by Plaintiff (OCA),01/05/2023,,,,,,,,0,0,,
231200005244,Eviction,01/05/2023,1441.0,Disposed,Eviction Docket,02/15/2023,Default Judgment (OCA),02/15/2023,Default Judgment,02/15/2023,3641.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200005245,Cruelly Treated Animal,01/04/2023,,Disposed,Judge Trial,01/09/2023,Trial or Hearing by Judge (OCA),01/09/2023,,,,,,,,0,0,,
231200005576,Eviction,01/03/2023,4701.9,Disposed,Eviction Docket,02/23/2023,Default Judgment (OCA),02/23/2023,Default Judgment,02/23/2023,5700.0,0.0,129.0,0.0,7.5,1,0,0.0,0.0
231200005583,Eviction,01/04/2023,2054.86,Disposed,Eviction Docket,02/21/2023,Default Judgment (OCA),02/21/2023,Default Judgment,02/21/2023,3410.0,600.0,129.0,0.0,7.5,1,0,0.0,0.0
231200005589,Eviction,01/04/2023,1385.32,Disposed,Eviction Docket,02/28/2023,Trial or Hearing by Judge (OCA),02/28/2023,Final Judgment,02/28/2023,0.0,600.0,129.0,0.0,7.5,1,0,0.0,0.0
231200005607,Eviction,01/04/2023,5782.0,Dismissed,Eviction Docket,02/15/2023,Non-suited or Dismissed by Plaintiff (OCA),02/15/2023,,,,,,,,0,0,,
231200005617,Eviction,01/04/2023,716.0,Dismissed,Intent to Dismiss for Want of Prosecution,02/21/2023,Non-suited or Dismissed by Plaintiff (OCA),01/27/2023,,,,,,,,0,0,,
231200005620,Eviction,01/04/2023,2525.0,Disposed,Eviction Docket,02/21/2023,Default Judgment (OCA),02/21/2023,Default Judgment,02/21/2023,3075.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200005676,Eviction,01/04/2023,0.0,Dismissed,,,Non-suited or Dismissed by Plaintiff (OCA),01/25/2023,,,,,,,,1,0,,
231200005707,Eviction,01/04/2023,0.0,Dismissed,Eviction Docket,03/09/2023,Non-suited or Dismissed by Plaintiff (OCA),03/09/2023,,,,,,,,1,0,,
231200005717,Eviction,01/04/2023,0.0,Disposed,Eviction Docket,03/09/2023,Default Judgment (OCA),03/09/2023,Default Judgment,03/09/2023,0.0,0.0,129.0,0.0,7.75,1,0,0.0,0.0
231200005722,Small Claims,01/04/2023,4185.21,Dismissed,Default Docket,07/26/2023,Non-suited or Dismissed by Plaintiff (OCA),06/29/2023,,,,,,,,1,0,,
231200005725,Small Claims,01/04/2023,5650.8,Dismissed,,,Non-suited or Dismissed by Plaintiff (OCA),03/22/2023,,,,,,,,1,0,,
231200005726,Small Claims,01/04/2023,6741.58,Disposed,Judge Trial,09/28/2023,Default Judgment (OCA),09/28/2023,Final Judgment,09/28/2023,4841.58,0.0,54.0,194.77,8.25,1,0,0.0,0.0
231200005729,Small Claims,01/04/2023,17512.54,Dismissed,,,Non-suited or Dismissed by Plaintiff (OCA),06/14/2023,,,,,,,,0,0,,
231200005733,Small Claims,01/04/2023,17098.49,Dismissed,Intent to Dismiss for Want of Prosecution,09/08/2023,Dismissed for Want of Prosecution (OCA),09/08/2023,,,,,,,,0,0,,
231200005736,Small Claims,01/04/2023,17158.98,Dismissed,Judge Trial,12/07/2023,Non-suited or Dismissed by Plaintiff (OCA),12/07/2023,,,,,,,,0,1,,
231200005742,Debt Claim,01/04/2023,7955.35,Dismissed,Intent to Dismiss for Want of Prosecution,04/08/2024,Dismissed for Want of Prosecution (OCA),04/08/2024,,,,,,,,1,1,,
231200005745,Debt Claim,01/04/2023,2525.8,Dismissed,Intent to Dismiss for Want of Prosecution,04/08/2024,Dismissed for Want of Prosecution (OCA),04/08/2024,,,,,,,,1,0,,
231200005748,Debt Claim,01/04/2023,4179.07,Disposed,Intent to Dismiss for Want of Prosecution,07/19/2024,All Other Dispositions (OCA),08/14/2024,,,,,,,,1,0,,
231200005750,Debt Claim,01/04/2023,5912.45,Active,Judge Trial,12/05/2024,,,,,,,,,,1,0,,
231200005752,Debt Claim,01/04/2023,3748.83,Disposed,Dismissal Docket,12/08/2023,All Other Dispositions (OCA),12/08/2023,,,,,,,,1,0,,
231200005754,Debt Claim,01/04/2023,1941.81,Active,Judge Trial,12/05/2024,,,,,,,,,,1,0,,
231200005756,Debt Claim,01/04/2023,3946.41,Active,Judge Trial,10/03/2024,,,,,,,,,,1,0,,
231200005758,Debt Claim,01/04/2023,1991.92,Active,Intent to Dismiss for Want of Prosecution,06/14/2024,,,,,,,,,,1,0,,
231200005759,Debt Claim,01/04/2023,2195.19,Active,Judge Trial,12/05/2024,,,,,,,,,,1,0,,
231200005762,Debt Claim,01/04/2023,2036.21,Dismissed,Intent to Dismiss for Want of Prosecution,06/14/2024,Non-suited or Dismissed by Plaintiff (OCA),06/05/2024,,,,,,,,1,0,,
231200005767,Debt Claim,01/04/2023,3022.63,Active,Judge Trial,09/26/2024,,,,,,,,,,1,0,,
231200005816,Debt Claim,01/04/2023,1520.05,Active,Intent to Dismiss for Want of Prosecution,09/27/2024,,,,,,,,,,1,0,,
231200005821,Debt Claim,01/04/2023,4068.7,Active,Judge Trial,10/21/2024,,,,,,,,,,1,1,,
231200005824,Debt Claim,01/04/2023,2555.46,Dismissed,,,Non-suited or Dismissed by Plaintiff (OCA),03/02/2023,,,,,,,,1,0,,
231200005828,Small Claims,01/04/2023,4935.0,Dismissed,Intent to Dismiss for Want of Prosecution,09/01/2023,Non-suited or Dismissed by Plaintiff (OCA),07/24/2023,,,,,,,,0,0,,
231200005832,Debt Claim,01/04/2023,708.2,Dismissed,,,Non-suited or Dismissed by Plaintiff (OCA),02/03/2023,,,,,,,,1,0,,
231200005834,Debt Claim,01/05/2023,2047.31,Dismissed,Dismissal Docket,09/29/2023,Non-suited or Dismissed by Plaintiff (OCA),10/30/2023,,,,,,,,1,0,,
231200005837,Debt Claim,01/05/2023,4041.51,Active,Judge Trial,09/12/2024,,,,,,,,,,1,0,,
231200005839,Debt Claim,01/05/2023,596.57,Disposed,Judge Trial,07/18/2024,Default Judgment (OCA),07/18/2024,Default Judgment,07/18/2024,596.57,0.0,142.06,0.0,,1,0,0.0,0.0
231200005841,Debt Claim,01/05/2023,5696.92,Disposed,Dismissal Docket,09/22/2023,All Other Dispositions (OCA),10/28/2023,,,,,,,,1,1,,
231200005842,Debt Claim,01/05/2023,2391.44,Disposed,Dismissal Docket,11/03/2023,All Other Dispositions (OCA),11/10/2023,,,,,,,,1,0,,
231200005844,Debt Claim,01/05/2023,2701.85,Disposed,,,Agreed Judgment (OCA),03/06/2023,Agreed Judgment,03/06/2023,2701.85,0.0,54.0,0.0,,1,0,0.0,0.0
231200005846,Debt Claim,01/05/2023,2513.4,Dismissed,,,Non-suited or Dismissed by Plaintiff (OCA),02/06/2023,,,,,,,,1,0,,
231200005850,Cruelly Treated Animal,01/05/2023,,Disposed,Judge Trial,01/09/2023,Trial or Hearing by Judge (OCA),01/09/2023,,,,,,,,0,0,,
231200005858,Cruelly Treated Animal,01/05/2023,,Disposed,Judge Trial,01/09/2023,Trial or Hearing by Judge (OCA),01/09/2023,,,,,,,,0,0,,
231200005859,Debt Claim,01/05/2023,4948.68,Disposed,,,All Other Dispositions (OCA),03/26/2024,,,,,,,,1,1,,
231200005861,Debt Claim,01/05/2023,2224.92,Active,Judge Trial,12/05/2024,,,,,,,,,,1,0,,
231200005862,Cruelly Treated Animal,01/05/2023,,Disposed,Judge Trial,01/09/2023,Trial or Hearing by Judge (OCA),01/09/2023,,,,,,,,0,0,,
231200005865,Debt Claim,01/05/2023,232.25,Dismissed,,,Non-suited or Dismissed by Plaintiff (OCA),02/10/2023,,,,,,,,1,0,,
231200005868,Debt Claim,01/05/2023,276.7,Dismissed,Dismissal Docket,09/22/2023,Non-suited or Dismissed by Plaintiff (OCA),10/28/2023,,,,,,,,1,1,,
231200005871,Debt Claim,01/05/2023,1256.78,Dismissed,Dismissal Docket,11/03/2023,Non-suited or Dismissed by Plaintiff (OCA),11/10/2023,,,,,,,,1,0,,
231200005872,Debt Claim,01/05/2023,1342.39,Dismissed,Judge Trial,08/05/2024,Non-suited or Dismissed by Plaintiff (OCA),08/05/2024,,,,,,,,1,1,,
231200006535,Eviction,01/06/2023,1852.91,Dismissed,,,Non-suited or Dismissed by Plaintiff (OCA),01/12/2023,,,,,,,,0,0,,
231200006554,Eviction,01/06/2023,1755.0,Appeal,Eviction Docket,02/01/2023,Appeal Filed,02/15/2023,Default Judgment,02/01/2023,3510.0,0.0,204.0,0.0,7.5,0,0,0.0,0.0
231200006582,Eviction,01/06/2023,1986.0,Dismissed,,,Non-suited or Dismissed by Plaintiff (OCA),01/12/2023,,,,,,,,0,0,,
231200006660,Eviction,01/05/2023,12800.0,Disposed,Eviction Docket,02/01/2023,Trial or Hearing by Judge (OCA),02/01/2023,Final Judgment,02/01/2023,16950.0,0.0,129.0,0.0,7.5,0,1,0.0,0.0
231200006703,Eviction,01/05/2023,1505.0,Disposed,Eviction Docket,02/01/2023,Default Judgment (OCA),02/01/2023,Default Judgment,02/01/2023,4515.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200006721,Eviction,01/05/2023,2640.0,Disposed,Eviction Docket,02/21/2023,Default Judgment (OCA),02/21/2023,Default Judgment,02/21/2023,7260.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200006766,Eviction,01/06/2023,0.0,Disposed,Eviction Docket,02/01/2023,Trial or Hearing by Judge (OCA),02/01/2023,Final Judgment,02/01/2023,0.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200006771,Eviction,01/05/2023,2682.0,Disposed,Eviction Docket,02/21/2023,Default Judgment (OCA),02/21/2023,Default Judgment,02/21/2023,7375.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200006773,Eviction,01/06/2023,4661.6,Disposed,Eviction Docket,02/01/2023,Trial or Hearing by Judge (OCA),02/01/2023,Final Judgment,02/01/2023,6511.35,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200006781,Eviction,01/06/2023,5459.72,Disposed,Eviction Docket,02/15/2023,Default Judgment (OCA),02/15/2023,Default Judgment,02/15/2023,5680.0,0.0,129.0,7.5,7.5,0,0,0.0,0.0
231200006782,Eviction,01/06/2023,6167.04,Disposed,Eviction Docket,02/01/2023,Default Judgment (OCA),02/01/2023,Default Judgment,02/01/2023,10434.86,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200006783,Eviction,01/06/2023,3866.52,Disposed,Eviction Docket,02/15/2023,Default Judgment (OCA),02/15/2023,Default Judgment,02/15/2023,4154.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200006786,Eviction,01/06/2023,1602.0,Disposed,Eviction Docket,02/15/2023,Default Judgment (OCA),02/15/2023,Default Judgment,02/15/2023,0.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200006791,Eviction,01/06/2023,9810.27,Disposed,Eviction Docket,02/15/2023,Default Judgment (OCA),02/15/2023,Default Judgment,02/15/2023,8360.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200006792,Small Claims,01/06/2023,20000.0,Dismissed,Intent to Dismiss for Want of Prosecution,09/01/2023,Dismissed for Want of Prosecution (OCA),09/01/2023,,,,,,,,0,0,,
231200006793,Eviction,01/06/2023,3864.94,Disposed,Eviction Docket,02/15/2023,Default Judgment (OCA),02/15/2023,Default Judgment,02/15/2023,4630.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200006796,Eviction,01/06/2023,13421.99,Disposed,Eviction Docket,02/15/2023,Default Judgment (OCA),02/15/2023,Default Judgment,02/15/2023,13520.0,0.0,204.0,0.0,7.5,0,0,0.0,0.0
231200006818,Small Claims,01/06/2023,15000.0,Disposed,Judge Trial,04/25/2024,Trial or Hearing by Judge (OCA),04/25/2024,Final Judgment,04/25/2024,3000.0,0.0,54.0,0.0,8.5,1,1,0.0,0.0
231200006846,Eviction,01/06/2023,2494.03,Dismissed,,,Non-suited or Dismissed by Plaintiff (OCA),01/13/2023,,,,,,,,0,0,,
231200006889,Eviction,01/05/2023,2699.0,Disposed,Eviction Docket,02/15/2023,Default Judgment (OCA),02/15/2023,Default Judgment,02/15/2023,6843.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200006896,Eviction,01/05/2023,2544.0,Disposed,Eviction Docket,02/15/2023,Default Judgment (OCA),02/15/2023,Default Judgment,02/15/2023,3906.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200006934,Eviction,01/06/2023,5586.0,Dismissed,Eviction Docket,02/15/2023,Non-suited or Dismissed by Plaintiff (OCA),02/09/2023,,,,,,,,0,0,,
231200006939,Eviction,01/06/2023,1320.0,Dismissed,Eviction Docket,02/01/2023,Non-suited or Dismissed by Plaintiff (OCA),01/20/2023,,,,,,,,0,0,,
231200006941,Eviction,01/05/2023,2604.0,Disposed,Eviction Docket,02/15/2023,Default Judgment (OCA),02/15/2023,Default Judgment,02/15/2023,3999.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
