Case Number,JP Court ID,Citation Number,Filed Date,Offense Code,Offense Description,Statutory Cite 1,Statutory Cite 2,Arresting Agency Code,Arresting Agency Name,Officer Code,Officer Name,Plea Code,Plea Date,Disposition Code,Disposition Date,Judgment Date,Def Date of Birth,Def SPN Number,Def SPN Pointer,Def Gender,Def Race,Total Fines Assessed,Total Fines Due,Total Costs Assessed,Total Costs Due,Balance Due,Total Paid,Last Bond Set Date,Last Bond Posted Date,Last Bond Amount,Next Hearing Desc,Next Hearing Date,Next Hearing Time,Last Open Warr Type,Last Open Warr Date,court_number,case_type,Age At Filing,Minor,Cost Assessed,Fines Paid,Warrant Issued,DEF_ID
233100015578,"Precinct 3, Place 1",TX6HML0JYZ1Y,2023-01-13,820112,NO DRIVER LICENSE WHEN UNLICENSED-NOT CDL,521.021,,10.0,Texas Department of Public Safety,14828,"Bussell, Jim",,,,,,2005-05-01,,,F ,U,98.0,98.0,199.7,199.7,297.7,0.0,11/01/2023,,200.0,Non Appearance Show Cause,04/28/2023,10:00,Arrest Warrant,11/07/2023,JP 3-1,CRCIT,17.0,1,1,0,1,ahElOr20050501
233100015579,"Precinct 3, Place 1",TX6HML0JYZ1Y,2023-01-13,540097,OPERATE MOTOR VEHICLE W/O FINANCIAL RESPONSIBILITY,601.191,,10.0,Texas Department of Public Safety,14828,"Bussell, Jim",,,,,,2005-05-01,,,F ,U,253.0,253.0,246.2,246.2,499.2,0.0,11/01/2023,,200.0,Non Appearance Show Cause,04/28/2023,10:00,Arrest Warrant,11/07/2023,JP 3-1,CRCIT,17.0,1,1,0,1,ahElOr20050501
233100015580,"Precinct 3, Place 1",TX6HML0JYZ1Y,2023-01-13,821485,OPERATE UNREGISTERED/IMPROPERLY REGISTERED MOTOR VEH #,502.472,TN 502.471,10.0,Texas Department of Public Safety,14828,"Bussell, Jim",,,,,,2005-05-01,,,F ,U,98.0,98.0,199.7,199.7,297.7,0.0,11/01/2023,,200.0,Non Appearance Show Cause,04/28/2023,10:00,Arrest Warrant,11/07/2023,JP 3-1,CRCIT,17.0,1,1,0,1,ahElOr20050501
233100020100,"Precinct 3, Place 1",03-EE20028600,2023-01-17,821561,Theft Under $100,31.03,,3.0,Harris County Constable Precinct 3,C30442,"Hodge, Corey",NC,01/27/2023,CON,03/30/2023,03/30/2023,2005-09-01,,,M ,W,169.0,169.0,227.0,182.0,351.0,45.0,,,,Non Payment Show Cause,05/25/2023,11:00,Capias Pro Fine,10/31/2023,JP 3-1,CRCIT,17.0,1,1,1,1,eoAr20050901
233100029380,"Precinct 3, Place 1",12-A8511712,2023-01-23,359917,Possess Drug Paraphernalia,481.125(a),,12.0,Texas Parks and Wildlife,1901,"Coneby, Clark",,,,,,2005-11-01,,,F ,W,83.0,83.0,195.2,195.2,278.2,0.0,03/05/2024,,200.0,Non Appearance Show Cause,06/02/2023,10:00,Arrest Warrant,07/02/2024,JP 3-1,CRCIT,17.0,1,1,0,1,haDiDe20051101
233100086220,"Precinct 3, Place 1",00-EE20194167,2023-03-03,820112,No Driver's License,521.021,,0.0,Harris County Sheriff's Office,S00819,"Euresti, Francisco",NG,04/05/2023,,,,2006-01-01,,,M ,W,98.0,98.0,199.7,199.7,297.7,0.0,10/08/2024,,200.0,Jury Trial,01/23/2024,09:00,Capias Warrant,10/08/2024,JP 3-1,CRCIT,17.0,1,1,0,1,biPe20060101
233100093887,"Precinct 3, Place 1",TX6J5K0DIJGG,2023-03-09,821485,OPERATE UNREGISTERED/IMPROPERLY REGISTERED MOTOR VEH #,502.472,TN 502.471,10.0,Texas Department of Public Safety,,,,,,,,2005-08-01,,,M ,B,98.0,98.0,199.7,199.7,297.7,0.0,07/26/2024,,200.0,Non Appearance Show Cause,11/03/2023,10:00,Arrest Warrant,09/24/2024,JP 3-1,CRCIT,17.0,1,1,0,1,elGe20050801
233100093888,"Precinct 3, Place 1",TX6J5K0DIJGG,2023-03-09,540097,FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY (#),601.191,,10.0,Texas Department of Public Safety,,,,,,,,2005-08-01,,,M ,B,253.0,253.0,246.2,246.2,499.2,0.0,07/26/2024,,200.0,Non Appearance Show Cause,11/03/2023,10:00,Arrest Warrant,09/24/2024,JP 3-1,CRCIT,17.0,1,1,0,1,elGe20050801
233100093889,"Precinct 3, Place 1",TX6J5K0DIJGG,2023-03-09,820175,VIOLATE NON-CDL RESTRICTION - STATE (SPECIFY),521.221,TN 521.461,10.0,Texas Department of Public Safety,,,,,,,,2005-08-01,,,M ,B,42.9,42.9,183.17,183.17,226.07,0.0,07/26/2024,,200.0,Non Appearance Show Cause,11/03/2023,10:00,Arrest Warrant,09/24/2024,JP 3-1,CRCIT,17.0,1,1,0,1,elGe20050801
233100110554,"Precinct 3, Place 1",03-EE20029069,2023-03-21,540097,Fail To Maintain Financial Responsibility,601.191,,3.0,Harris County Constable Precinct 3,C30572,"Ramirez, Luis",NC,06/09/2023,CON,06/09/2023,06/09/2023,2005-07-01,,,M ,W,419.0,300.0,255.5,149.5,449.5,225.0,,,,Non Payment Show Cause,08/31/2023,11:00,Capias Pro Fine,02/07/2024,JP 3-1,CRCIT,17.0,1,1,1,1,roBr20050701
233100113490,"Precinct 3, Place 1",03-EE20030122,2023-03-22,540097,Fail To Maintain Financial Responsibility,601.191,,3.0,Harris County Constable Precinct 3,C30518,"Johnson, Veronica",NC,08/18/2023,CON,11/03/2023,11/03/2023,2005-07-01,,,M ,B,269.0,269.0,255.5,205.5,474.5,50.0,,,,Non Payment Show Cause,01/25/2024,11:00,Capias Pro Fine,07/02/2024,JP 3-1,CRCIT,17.0,1,1,1,1,aiMa20050701
233100115824,"Precinct 3, Place 1",TX6JJF0JYZ5V,2023-03-24,821356,OPERATE VEHICLE DISPLAYING UNAUTHORIZED/IMPROPERLY USED TEMPORARY TAG,503.067(b),TN 503.94,10.0,Texas Department of Public Safety,14828,"Bussell, Jim",,,,,,2005-04-01,,,M ,U,423.0,423.0,297.2,297.2,720.2,0.0,07/19/2024,,200.0,Non Appearance Show Cause,10/27/2023,10:00,Arrest Warrant,07/31/2024,JP 3-1,CRCIT,17.0,1,1,0,1,toCa20050401
233100115825,"Precinct 3, Place 1",TX6JJF0JYZ5V,2023-03-24,540097,FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY (#),601.191,,10.0,Texas Department of Public Safety,14828,"Bussell, Jim",,,,,,2005-04-01,,,M ,U,253.0,253.0,246.2,246.2,499.2,0.0,07/19/2024,,200.0,Non Appearance Show Cause,10/27/2023,10:00,Arrest Warrant,07/31/2024,JP 3-1,CRCIT,17.0,1,1,0,1,toCa20050401
233100115826,"Precinct 3, Place 1",TX6JJF0JYZ5V,2023-03-24,821485,OPERATE UNREGISTERED/IMPROPERLY REGISTERED MOTOR VEH #,502.472,TN 502.471,10.0,Texas Department of Public Safety,14828,"Bussell, Jim",,,,,,2005-04-01,,,M ,U,98.0,98.0,199.7,199.7,297.7,0.0,07/19/2024,,200.0,Non Appearance Show Cause,10/27/2023,10:00,Arrest Warrant,07/31/2024,JP 3-1,CRCIT,17.0,1,1,0,1,toCa20050401
233100115827,"Precinct 3, Place 1",TX6JJF0JYZ5V,2023-03-24,820289,FAILURE TO PAY TOLL/TURNPIKE PROJECT,284.070,TN 284.0701,10.0,Texas Department of Public Safety,14828,"Bussell, Jim",,,,,,2005-04-01,,,M ,U,83.0,83.0,195.2,195.2,278.2,0.0,07/19/2024,,200.0,Non Appearance Show Cause,10/27/2023,10:00,Arrest Warrant,07/31/2024,JP 3-1,CRCIT,17.0,1,1,0,1,toCa20050401
233100115828,"Precinct 3, Place 1",TX6JJF0JYZ5V,2023-03-24,820112,NO DRIVER LICENSE WHEN UNLICENSED-NOT CDL,521.021,,10.0,Texas Department of Public Safety,14828,"Bussell, Jim",,,,,,2005-04-01,,,M ,U,98.0,98.0,199.7,199.7,297.7,0.0,07/19/2024,,200.0,Non Appearance Show Cause,10/27/2023,10:00,Arrest Warrant,07/31/2024,JP 3-1,CRCIT,17.0,1,1,0,1,toCa20050401
233100117082,"Precinct 3, Place 1",03-EE20030172,2023-03-24,820108,Expired Registration,502.407,,3.0,Harris County Constable Precinct 3,C30869,"Fregia, Joshua",,,,,,2006-01-01,,,M ,W,18.0,18.0,175.7,175.7,193.7,0.0,07/29/2024,,200.0,Non Appearance Show Cause,11/17/2023,10:00,Arrest Warrant,09/11/2024,JP 3-1,CRCIT,17.0,1,1,0,1,rtBa20060101
233100117083,"Precinct 3, Place 1",03-EE20030172,2023-03-24,820112,No Driver's License,521.021,,3.0,Harris County Constable Precinct 3,C30869,"Fregia, Joshua",,,,,,2006-01-01,,,M ,W,98.0,98.0,199.7,199.7,297.7,0.0,07/29/2024,,200.0,Non Appearance Show Cause,11/17/2023,10:00,Arrest Warrant,09/11/2024,JP 3-1,CRCIT,17.0,1,1,0,1,rtBa20060101
233100117084,"Precinct 3, Place 1",03-EE20030172,2023-03-24,540097,Fail To Maintain Financial Responsibility,601.191,,3.0,Harris County Constable Precinct 3,C30869,"Fregia, Joshua",,,,,,2006-01-01,,,M ,W,253.0,253.0,246.2,246.2,499.2,0.0,07/29/2024,,200.0,Non Appearance Show Cause,11/17/2023,10:00,Arrest Warrant,09/11/2024,JP 3-1,CRCIT,17.0,1,1,0,1,rtBa20060101
233100140332,"Precinct 3, Place 1",03-EE20030576,2023-04-13,820112,No Driver's License,521.021,,3.0,Harris County Constable Precinct 3,C30584,"Solorzano, Victor",,,,,,2005-11-01,,,F ,W,98.0,98.0,199.7,199.7,297.7,0.0,07/29/2024,,200.0,Non Appearance Show Cause,11/17/2023,10:00,Arrest Warrant,09/11/2024,JP 3-1,CRCIT,17.0,1,1,0,1,elHu20051101
233100140333,"Precinct 3, Place 1",03-EE20030576,2023-04-13,540097,Fail To Maintain Financial Responsibility,601.191,,3.0,Harris County Constable Precinct 3,C30584,"Solorzano, Victor",,,,,,2005-11-01,,,F ,W,253.0,253.0,246.2,246.2,499.2,0.0,07/29/2024,,200.0,Non Appearance Show Cause,11/17/2023,10:00,Arrest Warrant,09/11/2024,JP 3-1,CRCIT,17.0,1,1,0,1,elHu20051101
233100143456,"Precinct 3, Place 1",00-EE20200276,2023-04-15,820108,Expired Registration,502.407,,0.0,Harris County Sheriff's Office,S28806,"Jimenez, Alejandro",,,,,,2005-11-01,,,F ,B,18.0,18.0,175.7,175.7,193.7,0.0,07/29/2024,,200.0,Non Appearance Show Cause,11/10/2023,10:00,Arrest Warrant,09/11/2024,JP 3-1,CRCIT,17.0,1,1,0,1,yaHa20051101
233100143457,"Precinct 3, Place 1",00-EE20200276,2023-04-15,820112,No Driver's License,521.021,,0.0,Harris County Sheriff's Office,S28806,"Jimenez, Alejandro",,,,,,2005-11-01,,,F ,B,98.0,98.0,199.7,199.7,297.7,0.0,07/29/2024,,200.0,Non Appearance Show Cause,11/10/2023,10:00,Arrest Warrant,09/11/2024,JP 3-1,CRCIT,17.0,1,1,0,1,yaHa20051101
233100144290,"Precinct 3, Place 1",03-EE20030634,2023-04-17,820935,Operate Motor Vehicle On Toll Road When Prohibited,284.202(a),TN 284.203,3.0,Harris County Constable Precinct 3,C30423,"Magana, Margaret",,,,,,2005-11-01,,,M ,B,153.0,153.0,216.2,216.2,369.2,0.0,11/12/2024,,200.0,Non Appearance Show Cause,12/08/2023,10:00,Arrest Warrant,12/16/2024,JP 3-1,CRCIT,17.0,1,1,0,1,onBa20051101
233100144292,"Precinct 3, Place 1",03-EE20030634,2023-04-17,820459,Disregard Traffic Control Device,544.004,,3.0,Harris County Constable Precinct 3,C30423,"Magana, Margaret",,,,,,2005-11-01,,,M ,B,85.0,85.0,264.7,264.7,349.7,0.0,11/12/2024,,200.0,Non Appearance Show Cause,12/08/2023,10:00,Arrest Warrant,12/16/2024,JP 3-1,CRCIT,17.0,1,1,0,1,onBa20051101
233100144293,"Precinct 3, Place 1",03-EE20030638,2023-04-17,820831,Operate Vehicle Without License Plate or Registration,502.473(a),,3.0,Harris County Constable Precinct 3,C30434,"Gipson, Mitchell",,,,,,2006-01-01,,,M ,B,48.0,48.0,184.7,184.7,232.7,0.0,07/29/2024,,200.0,Non Appearance Show Cause,11/17/2023,10:00,Arrest Warrant,09/12/2024,JP 3-1,CRCIT,17.0,1,1,0,1,arMa20060101
233100144294,"Precinct 3, Place 1",03-EE20030638,2023-04-17,820808,No Drivers License On Demand,521.025,,3.0,Harris County Constable Precinct 3,C30434,"Gipson, Mitchell",,,,,,2006-01-01,,,M ,B,63.0,63.0,189.2,189.2,252.2,0.0,07/29/2024,,200.0,Non Appearance Show Cause,11/17/2023,10:00,Arrest Warrant,09/12/2024,JP 3-1,CRCIT,17.0,1,1,0,1,arMa20060101
233100144295,"Precinct 3, Place 1",03-EE20030638,2023-04-17,820497,Fail To Stop Designated Point/Stop Sign,544.003,,3.0,Harris County Constable Precinct 3,C30434,"Gipson, Mitchell",,,,,,2006-01-01,,,M ,B,110.0,110.0,272.2,272.2,382.2,0.0,07/29/2024,,200.0,Non Appearance Show Cause,11/17/2023,10:00,Arrest Warrant,09/12/2024,JP 3-1,CRCIT,17.0,1,1,0,1,arMa20060101
233100154031,"Precinct 3, Place 1",03-EE20030848,2023-04-24,820112,No Driver's License,521.021,,3.0,Harris County Constable Precinct 3,C30568,"Tamez, Alberto",,,,,,2005-08-01,,,M ,W,98.0,98.0,199.7,199.7,297.7,0.0,11/25/2024,,200.0,Non Appearance Show Cause,12/01/2023,10:00,Arrest Warrant,12/11/2024,JP 3-1,CRCIT,17.0,1,1,0,1,niVi20050801
233100154032,"Precinct 3, Place 1",03-EE20030848,2023-04-24,540097,Fail To Maintain Financial Responsibility,601.191,,3.0,Harris County Constable Precinct 3,C30568,"Tamez, Alberto",,,,,,2005-08-01,,,M ,W,253.0,253.0,246.2,246.2,499.2,0.0,11/25/2024,,200.0,Non Appearance Show Cause,12/01/2023,10:00,Arrest Warrant,12/11/2024,JP 3-1,CRCIT,17.0,1,1,0,1,niVi20050801
233100154033,"Precinct 3, Place 1",03-EE20030848,2023-04-24,820104,Speeding Greater Than 10% Over Posted Speed,545.355,,3.0,Harris County Constable Precinct 3,C30568,"Tamez, Alberto",,,,,,2005-08-01,,,M ,W,65.0,65.0,258.7,258.7,323.7,0.0,11/25/2024,,200.0,Non Appearance Show Cause,12/01/2023,10:00,Arrest Warrant,12/11/2024,JP 3-1,CRCIT,17.0,1,1,0,1,niVi20050801
233100160161,"Precinct 3, Place 1",03-EE20030942,2023-04-28,540097,Fail To Maintain Financial Responsibility,601.191,,3.0,Harris County Constable Precinct 3,C30518,"Johnson, Veronica",NC,07/07/2023,CON,12/08/2023,12/08/2023,2005-08-01,,,M ,W,0.0,0.0,509.5,409.5,409.5,100.0,,,,Non Payment Show Cause,01/04/2024,11:00,Capias Pro Fine,06/13/2024,JP 3-1,CRCIT,17.0,1,1,1,1,anTo20050801
233100164599,"Precinct 3, Place 1",TXC231030369,2023-05-03,820104,SPEEDING-10% OR MORE ABOVE POSTED SPEED (#),545.355,,10.0,Texas Department of Public Safety,,,,,,,,2005-06-01,,,M ,W,130.0,130.0,278.2,278.2,408.2,0.0,07/31/2024,,200.0,Non Appearance Show Cause,11/17/2023,10:00,Arrest Warrant,09/11/2024,JP 3-1,CRCIT,17.0,1,1,0,1,roCaHe20050601
233100169413,"Precinct 3, Place 1",03-EE20031109,2023-05-05,820175,Violate Drivers License Restriction,521.221,TN 521.461,3.0,Harris County Constable Precinct 3,C30566,"Gomez, Jose",G,12/20/2024,CON,12/20/2024,12/20/2024,2005-12-01,3262719.0,,M ,B,25.0,0.0,183.17,0.0,0.0,0.0,10/08/2024,,200.0,JP Centralized Jail Docket,12/20/2024,21:00,Capias Warrant,10/08/2024,JP 3-1,CRCIT,17.0,1,1,0,1,ryWh20051201
